FIPS Code,State,County Name,"Population Estimate, 2007","Population Estimate, 2008","Population Estimate, 2009",2010 Census Population,"Population Estimate, 2011","Population Estimate, 2012"
13175,GA,Laurens,47480,47986,48295,48434,47949,48041
13177,GA,Lee,33028,33804,34410,28298,28575,28746
13179,GA,Liberty,60542,58871,62186,63453,65451,65471
13181,GA,Lincoln,8031,8003,7913,7996,7862,7737
13183,GA,Long,11238,11413,12234,14464,15136,16048
13185,GA,Lowndes,101715,104684,106814,109233,111885,114552
13187,GA,Lumpkin,26607,27195,27528,29966,30031,30611
13189,GA,McDuffie,21526,21781,21862,21875,21673,21663
13191,GA,McIntosh,11453,11480,11378,14333,14170,13839
13193,GA,Macon,13354,13303,13336,14740,14405,14263
13195,GA,Madison,27780,28009,28232,28120,27921,27922
13197,GA,Marion,7048,7011,6995,8742,8746,8711
13199,GA,Meriwether,22788,22931,22783,21992,21617,21273
13201,GA,Miller,6164,6214,6228,6125,6141,5969
13205,GA,Mitchell,24086,23989,23800,23498,23462,23144
13207,GA,Monroe,25069,25215,25425,26424,26625,26637
13209,GA,Montgomery,8986,8900,8930,9123,9065,8913
13211,GA,Morgan,18185,18600,18761,17868,17961,17881
13213,GA,Murray,40729,40540,40621,39628,39557,39392
13215,GA,Muscogee,186613,186646,190414,189885,194107,198413
13217,GA,Newton,95739,98385,99944,99958,100814,101505
13219,GA,Oconee,31511,32528,33320,32808,33366,33619
13221,GA,Oglethorpe,13962,14235,14328,14899,14686,14618
13223,GA,Paulding,127903,133300,136655,142324,143542,144800
13225,GA,Peach,26184,27036,27247,27695,27823,27622
13227,GA,Pickens,30406,31063,31264,29431,29415,29268
13229,GA,Pierce,17851,18176,18580,18758,18770,18844
13231,GA,Pike,17193,17578,17721,17869,17751,17810
13233,GA,Polk,41447,42081,42298,41475,41211,41188
13235,GA,Pulaski,9803,9778,9897,12010,11735,11720
13237,GA,Putnam,20264,20450,20495,21218,21345,21198
13239,GA,Quitman,2649,2685,2659,2513,2464,2404
13241,GA,Rabun,16564,16666,16611,16276,16274,16297
13243,GA,Randolph,7284,7156,7180,7719,7558,7327
13245,GA,Richmond,197322,199311,199768,200549,201217,202587
13247,GA,Rockdale,81835,83400,84569,85215,85765,85820
13249,GA,Schley,4125,4277,4325,5010,5020,4990
13251,GA,Screven,15047,15076,15054,14593,14367,14202
13253,GA,Seminole,9012,9101,9094,8729,8791,8947
13255,GA,Spalding,63056,64089,64708,64073,64033,63865
13257,GA,Stephens,25214,25566,25700,26175,25960,25891
13259,GA,Stewart,4589,4572,4558,6058,5910,6042
13261,GA,Sumter,32560,32307,32084,32819,32511,31554
13263,GA,Talbot,6568,6412,6355,6865,6751,6517
13265,GA,Taliaferro,1848,1826,1812,1717,1703,1680
13267,GA,Tattnall,22976,23263,24493,25520,25688,25384
13269,GA,Taylor,8655,8707,8587,8906,8499,8420
13271,GA,Telfair,13298,13235,12792,16500,16057,16349
13273,GA,Terrell,10258,10268,10320,9315,9319,9045
13275,GA,Thomas,45301,45849,46188,44720,44702,44724
13277,GA,Tift,42152,42554,42959,40118,41461,41064
13279,GA,Toombs,27767,28083,27959,27223,27434,27315
13281,GA,Towns,10849,10984,11010,10471,10611,10495
13283,GA,Treutlen,6905,6995,7058,6885,6825,6769
13285,GA,Troup,63398,64119,64653,67044,67764,68468
13287,GA,Turner,9380,9341,9254,8930,8875,8410
13289,GA,Twiggs,10218,10204,10111,9023,8779,8447
13291,GA,Union,20894,21175,21252,21356,21134,21451
13293,GA,Upson,27547,27484,27551,27153,26977,26630
13295,GA,Walker,64558,64869,64983,68756,68848,68094
13297,GA,Walton,83241,85872,87311,83768,84580,84575
13299,GA,Ware,35931,35984,35914,36312,36474,35821
13301,GA,Warren,5865,5823,5755,5834,5721,5578
13303,GA,Washington,20853,20874,20879,21187,21111,20879
13305,GA,Wayne,28996,29535,29407,30099,30327,30305
13307,GA,Webster,2266,2200,2192,2799,2791,2793
13309,GA,Wheeler,6783,6885,7010,7421,7939,7888
13311,GA,White,24873,25122,25294,27144,27273,27556
13313,GA,Whitfield,92707,93748,93698,102599,103184,103359
13315,GA,Wilcox,8668,8791,8895,9255,9298,9068
13317,GA,Wilkes,10241,10314,10268,10593,10211,10076
13319,GA,Wilkinson,10031,10013,10076,9563,9444,9577
13321,GA,Worth,21315,21322,21214,21679,21921,21741
15001,HI,Hawaii,173190,176399,177835,185079,186738,189191
15003,HI,Honolulu,898695,902745,907574,953207,963607,976372
15005,HI,Kalawao,95,84,83,90,90,90
15007,HI,Kauai,62922,63875,64529,67091,67701,68434
15009,HI,Maui,141930,144378,145157,154834,156674,158226
16001,ID,Ada,372467,379350,384656,392365,400842,409061
16003,ID,Adams,3548,3562,3520,3976,3977,3915
16005,ID,Bannock,80204,81267,82539,82839,83691,83800
16007,ID,Bear Lake,5856,5815,5774,5986,6001,5907
16009,ID,Benewah,9283,9383,9258,9285,9209,9117
16011,ID,Bingham,43459,44057,44668,45607,45952,45474
16013,ID,Blaine,21691,22086,22328,21376,21199,21146
16015,ID,Boise,7605,7565,7445,7028,7025,6835
16017,ID,Bonner,41171,41486,41403,40877,40808,40476
16019,ID,Bonneville,96444,99254,101329,104234,105772,106684
16021,ID,Boundary,10856,10937,10951,10972,10804,10808
16023,ID,Butte,2780,2783,2764,2891,2822,2740
16025,ID,Camas,1086,1106,1109,1117,1124,1077
16027,ID,Canyon,178795,184120,186615,188923,191694,193888
16029,ID,Caribou,6859,6839,6914,6963,6850,6787
16031,ID,Cassia,20959,21447,21698,22952,23186,23249
16033,ID,Clark,935,963,952,982,949,869
16035,ID,Clearwater,8228,8155,8043,8761,8702,8590
16037,ID,Custer,4108,4196,4240,4368,4333,4331
16039,ID,Elmore,28996,29143,28820,27038,26346,26223
16041,ID,Franklin,12182,12489,12676,12786,12850,12786
16043,ID,Fremont,12596,12651,12691,13242,13128,12957
16045,ID,Gem,16472,16511,16437,16719,16665,16673
16047,ID,Gooding,14328,14487,14430,15464,15475,15291
16049,ID,Idaho,15268,15330,15461,16267,16446,16308
16051,ID,Jefferson,22766,23869,24802,26140,26301,26684
16053,ID,Jerome,20011,20590,21262,22374,22682,22499
16055,ID,Kootenai,133922,136998,139390,138494,141132,142357
16057,ID,Latah,37295,37857,38046,37244,37704,38184
16059,ID,Lemhi,7781,7907,7908,7936,7967,7758
16061,ID,Lewis,3620,3641,3735,3821,3822,3889
16063,ID,Lincoln,4548,4606,4645,5208,5186,5277
16065,ID,Madison,37160,38235,38440,37536,37864,37456
16067,ID,Minidoka,18675,18837,19226,20069,20155,20037
16069,ID,Nez Perce,38768,38875,39211,39265,39543,39531
16071,ID,Oneida,4132,4169,4221,4286,4215,4215
16073,ID,Owyhee,10947,11173,11223,11526,11438,11439
16075,ID,Payette,22750,22992,23099,22623,22624,22639
16077,ID,Power,7676,7717,7734,7817,7766,7778
16079,ID,Shoshone,12798,12855,12660,12765,12672,12702
16081,ID,Teton,8418,9032,9337,10170,10166,10052
16083,ID,Twin Falls,72906,74218,75296,77230,78005,78595
16085,ID,Valley,8922,8924,8726,9862,9638,9545
16087,ID,Washington,9974,10029,10119,10198,10255,10099
17001,IL,Adams,66840,66895,67054,67103,67159,67197
17003,IL,Alexander,8206,8112,7914,8238,8036,7748
17005,IL,Bond,18312,18185,18103,17768,17727,17644
17007,IL,Boone,53162,53892,54020,54165,54367,53940
17009,IL,Brown,6530,6564,6591,6937,6878,6914
17011,IL,Bureau,34849,34759,34699,34978,34606,34323
17013,IL,Calhoun,5097,5024,5019,5089,5048,5014
17015,IL,Carroll,15861,15809,15749,15387,15163,15011
17017,IL,Cass,13609,13576,13559,13642,13579,13338
17019,IL,Champaign,192975,193562,195671,201081,201685,203276
17021,IL,Christian,34566,34467,34253,34800,34865,34638
17023,IL,Clark,16831,16788,16657,16335,16161,16209
17025,IL,Clay,13705,13663,13538,13815,13728,13766
17027,IL,Clinton,36216,36402,36368,37762,37956,38061
17029,IL,Coles,52270,52111,52065,53873,53916,53655
17031,IL,Cook,5235762,5256705,5287037,5194675,5217080,5231351
17033,IL,Crawford,19502,19415,19433,19817,19857,19600
17035,IL,Cumberland,10795,10803,10716,11048,11096,10968
17037,IL,DeKalb,105321,106503,107333,105160,104743,104704
17039,IL,De Witt,16327,16272,16034,16561,16578,16434
17041,IL,Douglas,19466,19313,19169,19980,19836,19853
17043,IL,DuPage,922948,927382,932541,916924,923222,927987
17045,IL,Edgar,18811,18624,18471,18576,18393,18191
17047,IL,Edwards,6525,6496,6444,6721,6618,6684
17049,IL,Effingham,34246,34274,34424,34242,34280,34353
17051,IL,Fayette,20959,20957,20935,22140,22133,22014
17053,IL,Ford,14056,13943,13911,14081,13976,14008
17055,IL,Franklin,39217,39288,39312,39561,39627,39407
17057,IL,Fulton,36831,36714,36652,37069,36962,36651
17059,IL,Gallatin,5940,5867,5705,5589,5528,5430
17061,IL,Greene,13680,13613,13567,13886,13798,13576
17063,IL,Grundy,47094,48005,48421,50063,50130,50281
17065,IL,Hamilton,8148,8145,8096,8457,8425,8370
17067,IL,Hancock,18761,18553,18359,19104,19031,18891
17069,IL,Hardin,4462,4408,4358,4320,4281,4258
17071,IL,Henderson,7551,7463,7354,7331,7196,7043
17073,IL,Henry,49521,49417,49314,50486,50328,50155
17075,IL,Iroquois,30018,29983,29690,29718,29475,29240
17077,IL,Jackson,58216,58151,58103,60218,60365,60071
17079,IL,Jasper,9619,9622,9530,9698,9717,9614
17081,IL,Jefferson,40096,40069,39944,38827,38713,38720
17083,IL,Jersey,22379,22597,22549,22985,22916,22742
17085,IL,Jo Daviess,22169,22089,21990,22678,22712,22549
17087,IL,Johnson,13688,13675,13730,12582,12654,12760
17089,IL,Kane,495416,504057,511892,515269,520271,522487
17091,IL,Kankakee,111725,112719,113215,113449,113698,113040
17093,IL,Kendall,97112,101499,104821,114736,116631,118105
17095,IL,Knox,51932,51778,51648,52919,52917,52247
17097,IL,Lake,702479,707622,712567,703462,706222,702120
17099,IL,LaSalle,112498,112732,112498,113924,113518,112973
17101,IL,Lawrence,16598,16525,16408,16833,16745,16604
17103,IL,Lee,35150,35075,34919,36031,35467,35037
17105,IL,Livingston,37983,37834,37777,38950,38885,38647
17107,IL,Logan,29880,29907,29776,30305,30140,30013
17109,IL,McDonough,33080,32787,32770,32612,32582,32537
17111,IL,McHenry,314696,318118,320961,308760,308944,308145
17113,IL,McLean,163983,165571,167699,169572,170556,172281
17115,IL,Macon,108722,108326,108204,110768,110730,110122
17117,IL,Macoupin,48234,48150,47774,47765,47687,47231
17119,IL,Madison,267105,267839,268457,269282,268459,267883
17121,IL,Marion,39584,39422,39008,39437,39335,38894
17123,IL,Marshall,12895,12745,12702,12640,12533,12327
17125,IL,Mason,15048,14965,14785,14666,14485,14327
17127,IL,Massac,15113,15027,14970,15429,15442,15234
17129,IL,Menard,12518,12546,12466,12705,12703,12722
17131,IL,Mercer,16429,16465,16276,16434,16363,16219
17133,IL,Monroe,32441,32871,33236,32957,33306,33357
17135,IL,Montgomery,29789,29704,29500,30104,29848,29620
17137,IL,Morgan,35360,35147,34897,35547,35543,35272
17139,IL,Moultrie,14346,14376,14392,14846,14824,14933
17141,IL,Ogle,55023,55289,55336,53497,53115,52848
17143,IL,Peoria,183088,183810,185816,186494,186834,187254
17145,IL,Perry,22582,22466,22424,22350,22264,22058
17147,IL,Piatt,16456,16493,16550,16729,16675,16504
17149,IL,Pike,16576,16391,16273,16430,16398,16308
17151,IL,Pope,4108,4041,3991,4470,4370,4272
17153,IL,Pulaski,6444,6305,6218,6161,6046,5998
17155,IL,Putnam,5986,5994,6009,6006,5968,5886
17157,IL,Randolph,32826,32728,32686,33476,33361,32956
17159,IL,Richland,15609,15456,15523,16233,16230,16176
17161,IL,Rock Island,147071,146661,146826,147546,147556,147457
17163,IL,St. Clair,261238,262131,263617,270056,270259,268858
17165,IL,Saline,26008,25826,25738,24913,24981,24946
17167,IL,Sangamon,193845,194759,195716,197465,198844,199271
17169,IL,Schuyler,6943,6861,6730,7544,7479,7457
17171,IL,Scott,5219,5199,5193,5355,5271,5290
17173,IL,Shelby,21753,21793,21803,22363,22212,22196
17175,IL,Stark,6088,6074,6019,5994,5667,5946
17177,IL,Stephenson,46723,46598,46537,47711,47563,46959
17179,IL,Tazewell,130972,131493,132466,135394,135661,135949
17181,IL,Union,18123,18042,18005,17808,17708,17647
17183,IL,Vermilion,80910,80453,80067,81625,81509,80727
17185,IL,Wabash,12181,12100,11997,11947,11834,11727
17187,IL,Warren,17591,17411,17409,17707,17818,17731
17189,IL,Washington,14725,14668,14560,14716,14533,14598
17191,IL,Wayne,16594,16495,16294,16760,16651,16574
17193,IL,White,14674,14726,14661,14665,14663,14568
17195,IL,Whiteside,58972,59050,58961,58498,58388,57846
17197,IL,Will,670013,679069,685251,677560,681545,682518
17199,IL,Williamson,64248,64605,65169,66357,66622,66674
17201,IL,Winnebago,297603,299489,299702,295266,293993,292069
17203,IL,Woodford,37972,38516,38862,38664,38861,38971
18001,IN,Adams,33847,34105,34256,34387,34370,34365
18003,IN,Allen,349322,351148,353888,355329,358327,360412
18005,IN,Bartholomew,74676,75494,76063,76794,77870,79129
18007,IN,Benton,8697,8692,8613,8854,8853,8804
18009,IN,Blackford,13245,13165,13051,12766,12594,12502
18011,IN,Boone,54009,54964,56287,56640,57481,58944
18013,IN,Brown,14716,14633,14548,15242,15099,15083
18015,IN,Carroll,19815,19777,19752,20155,20031,20095
18017,IN,Cass,39116,39144,39065,38966,38828,38581
18019,IN,Clark,105369,107040,108634,110232,111570,111951
18021,IN,Clay,26617,26665,26533,26890,26894,26837
18023,IN,Clinton,33988,34271,34367,33224,33104,33022
18025,IN,Crawford,10853,10705,10540,10713,10658,10665
18027,IN,Daviess,30120,30318,30620,31648,31978,32064
18029,IN,Dearborn,49694,50087,50502,50047,50113,49831
18031,IN,Decatur,25038,25117,25079,25740,25944,26042
18033,IN,DeKalb,41834,42023,42060,42223,42462,42321
18035,IN,Delaware,115293,114897,115192,117671,117660,117364
18037,IN,Dubois,41248,41442,41419,41889,42199,42071
18039,IN,Elkhart,198394,200125,200502,197559,198941,199619
18041,IN,Fayette,24277,24236,24101,24277,24285,24029
18043,IN,Floyd,72821,73777,74426,74578,74989,75283
18045,IN,Fountain,17091,17030,16852,17240,17213,17119
18047,IN,Franklin,23123,23199,23148,23087,23041,22969
18049,IN,Fulton,20217,20261,20265,20836,20872,20737
18051,IN,Gibson,32783,32757,32750,33503,33505,33458
18053,IN,Grant,68864,68965,68796,70061,69793,69330
18055,IN,Greene,32651,32551,32463,33165,32895,32940
18057,IN,Hamilton,261910,270936,279287,274569,282810,289495
18059,IN,Hancock,66227,67265,68334,70002,70529,70933
18061,IN,Harrison,36910,37236,37562,39364,39336,39134
18063,IN,Hendricks,134789,137828,140606,145448,147979,150434
18065,IN,Henry,46884,48057,47827,49462,49264,49345
18067,IN,Howard,83755,83517,82895,82752,82800,82849
18069,IN,Huntington,37917,37777,37777,37124,37211,36987
18071,IN,Jackson,42120,42199,42362,42376,42966,43083
18073,IN,Jasper,32360,32668,32816,33478,33416,33456
18075,IN,Jay,21325,21193,21117,21253,21310,21366
18077,IN,Jefferson,32430,32926,33010,32428,32249,32554
18079,IN,Jennings,28131,28045,28043,28525,28196,28161
18081,IN,Johnson,136657,139722,141501,139654,141656,143191
18083,IN,Knox,37854,37948,37907,38440,38500,38122
18085,IN,Kosciusko,76260,76444,76499,77358,77336,77609
18087,IN,LaGrange,36931,37203,37204,37128,37382,37521
18089,IN,Lake,491332,493443,494211,496005,495558,493618
18091,IN,LaPorte,110367,110754,111063,111467,111374,111246
18093,IN,Lawrence,45953,45856,45842,46134,46195,46078
18095,IN,Madison,130915,131253,131417,131636,131235,130348
18097,IN,Marion,878190,883107,890879,903393,911296,918977
18099,IN,Marshall,46540,46687,46903,47051,47050,47024
18101,IN,Martin,10096,10014,9946,10334,10332,10260
18103,IN,Miami,36646,36214,36001,36903,36611,36486
18105,IN,Monroe,127903,129239,130738,137974,139799,141019
18107,IN,Montgomery,37840,37857,37862,38124,38441,38254
18109,IN,Morgan,70056,70980,70876,68894,69464,69356
18111,IN,Newton,14009,13920,13736,14244,14161,14044
18113,IN,Noble,47695,47886,48028,47536,47553,47582
18115,IN,Ohio,5833,5886,5909,6128,6065,6079
18117,IN,Orange,19609,19535,19559,19840,19969,19690
18119,IN,Owen,22388,22375,22397,21575,21499,21380
18121,IN,Parke,17126,17117,16896,17339,17237,17069
18123,IN,Perry,18940,18862,18812,19338,19354,19462
18125,IN,Pike,12571,12523,12259,12845,12728,12766
18127,IN,Porter,160509,162300,163598,164343,165537,165682
18129,IN,Posey,26248,26125,26004,25910,25720,25599
18131,IN,Pulaski,13795,13724,13614,13402,13363,13124
18133,IN,Putnam,37146,37138,36837,37963,37917,37750
18135,IN,Randolph,25814,25821,25696,26171,26105,25815
18137,IN,Ripley,27318,27432,27421,28818,28759,28583
18139,IN,Rush,17525,17266,17175,17392,17287,17095
18141,IN,St. Joseph,266320,267707,267613,266931,266700,266344
18143,IN,Scott,23751,23624,23624,24181,23987,23791
18145,IN,Shelby,43956,44223,44503,44436,44337,44471
18147,IN,Spencer,20212,20048,20039,20952,20961,20837
18149,IN,Starke,23281,23430,23530,23363,23199,23213
18151,IN,Steuben,33496,33513,33579,34185,34028,34124
18153,IN,Sullivan,21313,21279,21153,21475,21356,21188
18155,IN,Switzerland,9602,9623,9675,10613,10569,10424
18157,IN,Tippecanoe,162867,165284,167964,172780,174724,177513
18159,IN,Tipton,16055,15933,15892,15936,15788,15695
18161,IN,Union,7104,7037,7040,7516,7513,7362
18163,IN,Vanderburgh,174819,174786,175434,179703,180305,180858
18165,IN,Vermillion,16337,16165,16172,16212,16231,16040
18167,IN,Vigo,105718,105703,105967,107848,108182,108428
18169,IN,Wabash,32929,32781,32558,32888,32608,32361
18171,IN,Warren,8548,8595,8491,8508,8431,8342
18173,IN,Warrick,57169,57814,58521,59689,60275,60463
18175,IN,Washington,27864,27883,27729,28262,28147,27921
18177,IN,Wayne,68100,67727,67552,68917,68643,68346
18179,IN,Wells,27771,27729,27566,27636,27734,27652
18181,IN,White,23793,23811,23452,24643,24694,24426
18183,IN,Whitley,32566,32748,32861,33292,33392,33342
19001,IA,Adair,7584,7445,7350,7682,7527,7481
19003,IA,Adams,4099,4032,3930,4029,4004,3911
19005,IA,Allamakee,14421,14416,14407,14330,14274,14237
19007,IA,Appanoose,12926,12780,12698,12887,12797,12700
19009,IA,Audubon,6132,6105,6032,6119,6034,5910
19011,IA,Benton,26551,26642,26734,26076,26092,25827
19013,IA,Black Hawk,126737,128040,129276,131090,131549,131820
19015,IA,Boone,26297,26186,26072,26306,26255,26195
19017,IA,Bremer,23633,23509,23460,24276,24281,24479
19019,IA,Buchanan,20975,21033,20910,20958,20923,20942
19021,IA,Buena Vista,19455,19491,19601,20260,20406,20592
19023,IA,Butler,14626,14595,14341,14867,14939,14986
19025,IA,Calhoun,9951,9851,9671,9670,9626,9909
19027,IA,Carroll,20788,20679,20674,20816,20861,20631
19029,IA,Cass,13870,13812,13758,13956,13817,13723
19031,IA,Cedar,17950,18047,18006,18499,18400,18416
19033,IA,Cerro Gordo,43915,43740,43609,44151,43938,43788
19035,IA,Cherokee,11684,11501,11409,12072,12069,11946
19037,IA,Chickasaw,12174,12071,12017,12439,12449,12276
19039,IA,Clarke,9017,9085,9086,9286,9356,9370
19041,IA,Clay,16629,16617,16617,16667,16590,16599
19043,IA,Clayton,17686,17555,17463,18129,18014,17835
19045,IA,Clinton,49084,49062,48934,49116,49015,48717
19047,IA,Crawford,16503,16399,16416,17096,17277,17309
19049,IA,Dallas,57278,59977,61950,66135,69444,71967
19051,IA,Davis,8575,8573,8562,8753,8787,8689
19053,IA,Decatur,8342,8201,8231,8457,8284,8253
19055,IA,Delaware,17506,17335,17205,17764,17658,17574
19057,IA,Des Moines,40634,40803,41058,40325,40169,40340
19059,IA,Dickinson,16586,16644,16623,16667,16899,16972
19061,IA,Dubuque,92254,92589,93072,93653,94648,95097
19063,IA,Emmet,10341,10364,10241,10302,10104,10120
19065,IA,Fayette,20379,20238,20164,20880,20973,20793
19067,IA,Floyd,16224,16031,15910,16303,16070,16056
19069,IA,Franklin,10623,10567,10540,10680,10730,10554
19071,IA,Fremont,7569,7422,7345,7441,7367,7147
19073,IA,Greene,9497,9349,9251,9336,9285,9153
19075,IA,Grundy,12085,12110,12177,12453,12459,12448
19077,IA,Guthrie,11051,10984,10833,10954,10901,10777
19079,IA,Hamilton,15538,15352,15238,15673,15538,15344
19081,IA,Hancock,11310,11229,11046,11341,11287,11134
19083,IA,Hardin,17505,17377,17144,17534,17426,17302
19085,IA,Harrison,15416,15245,15328,14928,14828,14548
19087,IA,Henry,20134,20067,19929,20145,20284,20236
19089,IA,Howard,9465,9436,9410,9566,9565,9563
19091,IA,Humboldt,9626,9565,9473,9815,9802,9729
19093,IA,Ida,6980,6922,6762,7089,7086,7108
19095,IA,Iowa,15794,15750,15811,16355,16320,16189
19097,IA,Jackson,19906,19804,19728,19848,19796,19712
19099,IA,Jasper,36567,36460,36257,36842,36547,36602
19101,IA,Jefferson,15532,15431,15472,16843,16815,16867
19103,IA,Johnson,125536,128145,131005,130882,133038,136317
19105,IA,Jones,20403,20430,20364,20638,20608,20639
19107,IA,Keokuk,10724,10655,10562,10511,10378,10374
19109,IA,Kossuth,15456,15245,15154,15543,15396,15346
19111,IA,Lee,35823,35484,35447,35862,35621,35617
19113,IA,Linn,205283,207839,209226,211226,213875,215295
19115,IA,Louisa,11768,11694,11245,11387,11369,11278
19117,IA,Lucas,9457,9337,9179,8898,8847,8760
19119,IA,Lyon,11228,11189,11172,11581,11670,11757
19121,IA,Madison,15343,15454,15409,15679,15779,15654
19123,IA,Mahaska,22092,22120,22000,22381,22530,22443
19125,IA,Marion,32654,32774,32682,33309,33335,33419
19127,IA,Marshall,39075,39236,39259,40648,40980,40857
19129,IA,Mills,15147,15127,15002,15059,14992,14837
19131,IA,Mitchell,10786,10794,10781,10776,10783,10725
19133,IA,Monona,9123,9019,8882,9243,9239,9124
19135,IA,Monroe,7569,7573,7549,7970,8056,8063
19137,IA,Montgomery,10939,10792,10796,10740,10640,10566
19139,IA,Muscatine,42456,42670,42934,42745,42815,42879
19141,IA,O'Brien,14036,13898,13928,14398,14210,14172
19143,IA,Osceola,6444,6448,6344,6462,6357,6193
19145,IA,Page,15913,15527,15260,15932,15987,15713
19147,IA,Palo Alto,9420,9318,9279,9421,9419,9275
19149,IA,Plymouth,24303,24262,24210,24986,24896,24907
19151,IA,Pocahontas,7614,7479,7346,7310,7180,7150
19153,IA,Polk,416276,422893,429439,430640,437399,443710
19155,IA,Pottawattamie,89572,89986,90224,93158,93518,92913
19157,IA,Poweshiek,18662,18493,18423,18914,18804,18736
19159,IA,Ringgold,5061,5013,4944,5131,5119,5096
19161,IA,Sac,10294,10199,10059,10350,10241,10153
19163,IA,Scott,162339,164437,166650,165224,167095,168799
19165,IA,Shelby,12289,12129,11957,12167,12039,12069
19167,IA,Sioux,32017,32064,32244,33704,33900,34268
19169,IA,Story,85232,86219,87214,89542,89663,91140
19171,IA,Tama,17670,17549,17377,17767,17695,17536
19173,IA,Taylor,6425,6337,6344,6317,6305,6208
19175,IA,Union,12051,12154,12241,12534,12545,12594
19177,IA,Van Buren,7676,7690,7679,7570,7510,7449
19179,IA,Wapello,35344,35297,35334,35625,35421,35366
19181,IA,Warren,44292,44793,45275,46225,46732,46891
19183,IA,Washington,21152,21214,21258,21704,21855,21914
19185,IA,Wayne,6283,6267,6283,6403,6309,6344
19187,IA,Webster,38448,38372,38346,38013,37660,37273
19189,IA,Winnebago,10772,10689,10602,10866,10789,10600
19191,IA,Winneshiek,20824,20711,20629,21056,21024,21061
19193,IA,Woodbury,101382,101971,102831,102172,102509,102323
19195,IA,Worth,7623,7605,7541,7598,7544,7519
19197,IA,Wright,13039,12878,12716,13229,13068,12991
20001,KS,Allen,13407,13268,13203,13371,13331,13319
20003,KS,Anderson,7858,7958,7872,8102,8070,7917
20005,KS,Atchison,16447,16374,16411,16924,16793,16813
20007,KS,Barber,4716,4612,4593,4861,4888,4861
20009,KS,Barton,27694,27505,27464,27674,27841,27557
20011,KS,Bourbon,14821,14880,14884,15173,14985,14897
20013,KS,Brown,10022,9988,9927,9984,10010,9881
20015,KS,Butler,62887,63452,64084,65880,65817,65827
20017,KS,Chase,2849,2821,2798,2790,2817,2757
20019,KS,Chautauqua,3775,3756,3745,3669,3584,3571
20021,KS,Cherokee,21410,21178,21064,21603,21385,21226
20023,KS,Cheyenne,2757,2728,2700,2726,2718,2678
20025,KS,Clark,2071,2079,2081,2215,2143,2181
20027,KS,Clay,8682,8796,8704,8535,8573,8531
20029,KS,Cloud,9313,9302,9263,9533,9365,9397
20031,KS,Coffey,8422,8442,8436,8601,8533,8502
20033,KS,Comanche,1836,1898,1873,1891,1884,1913
20035,KS,Cowley,34139,33988,33634,36311,36272,36288
20037,KS,Crawford,38744,38871,38869,39134,39220,39361
20039,KS,Decatur,2964,2912,2855,2961,2915,2871
20041,KS,Dickinson,18871,19203,19015,19754,19739,19762
20043,KS,Doniphan,7786,7770,7624,7945,7945,7864
20045,KS,Douglas,113409,114752,116383,110826,112211,112864
20047,KS,Edwards,3105,3097,3071,3037,3020,2979
20049,KS,Elk,2984,3010,3001,2882,2811,2720
20051,KS,Ellis,27238,27477,27739,28452,28742,29053
20053,KS,Ellsworth,6288,6234,6179,6497,6483,6494
20055,KS,Finney,40782,40925,42074,36776,37083,37200
20057,KS,Ford,32649,32710,33692,33848,34568,34752
20059,KS,Franklin,26263,26397,26441,25992,25931,25906
20061,KS,Geary,29539,31157,31751,34362,35323,38013
20063,KS,Gove,2605,2490,2480,2695,2697,2729
20065,KS,Graham,2576,2527,2435,2597,2641,2578
20067,KS,Grant,7442,7338,7353,7829,7964,7923
20069,KS,Gray,5767,5879,6005,6006,6113,6030
20071,KS,Greeley,1299,1275,1234,1247,1258,1298
20073,KS,Greenwood,6939,6807,6666,6689,6644,6454
20075,KS,Hamilton,2591,2591,2625,2690,2666,2639
20077,KS,Harper,5741,5772,5667,6034,5993,5911
20079,KS,Harvey,33623,33768,34247,34684,34846,34852
20081,KS,Haskell,4036,3981,4006,4256,4285,4256
20083,KS,Hodgeman,1935,1928,1906,1916,1966,1963
20085,KS,Jackson,13356,13245,13412,13462,13433,13449
20087,KS,Jefferson,18365,18311,18207,19126,18941,18945
20089,KS,Jewell,3187,3123,3059,3077,3096,3046
20091,KS,Johnson,525938,535000,542737,544179,552991,559913
20093,KS,Kearny,4138,4140,4169,3977,3987,3968
20095,KS,Kingman,7772,7637,7571,7858,7853,7863
20097,KS,Kiowa,2708,2297,2322,2553,2549,2496
20099,KS,Labette,21954,21807,21776,21607,21511,21284
20101,KS,Lane,1738,1730,1742,1750,1749,1704
20103,KS,Leavenworth,73603,74355,75227,76227,77176,77739
20105,KS,Lincoln,3266,3221,3123,3241,3215,3174
20107,KS,Linn,9593,9439,9335,9656,9612,9441
20109,KS,Logan,2632,2601,2549,2756,2783,2784
20111,KS,Lyon,35720,35318,33601,33690,33764,33748
20113,KS,McPherson,29027,28814,28866,29180,29241,29356
20115,KS,Marion,12187,12056,11982,12660,12538,12347
20117,KS,Marshall,10158,10180,10123,10117,10005,10022
20119,KS,Meade,4408,4407,4407,4575,4531,4396
20121,KS,Miami,30761,30787,30969,32787,32715,32612
20123,KS,Mitchell,6310,6293,6344,6373,6295,6355
20125,KS,Montgomery,34402,34277,34254,35471,34911,34459
20127,KS,Morris,5943,6017,5994,5923,5888,5854
20129,KS,Morton,3087,3051,3031,3233,3198,3169
20131,KS,Nemaha,10148,10060,9968,10178,10113,10132
